"customerID","InvoiceDate","DueDate","SettledDate","InvoiceAmount","DaysLate","On Time"
"9323-NDIOV","11/19/2012","12/19/2012","12/20/2012","60.46","1","1-30 days"
"9286-VLKMI","1/31/2012","3/1/2012","2/4/2012","73.32","0","On Time"
"7372-CESLR","5/25/2012","6/24/2012","6/13/2012","34.58","0","On Time"
"3448-OWJOT","10/3/2013","11/2/2013","11/9/2013","64.74","7","1-30 days"
"3448-OWJOT","1/30/2012","2/29/2012","3/11/2012","85.22","11","1-30 days"
"7946-HJDUR","9/1/2012","10/1/2012","9/27/2012","60.57","0","On Time"
"0688-XNJRO","5/2/2013","6/1/2013","6/16/2013","41.31","15","1-30 days"
"8820-BLYDZ","7/19/2012","8/18/2012","7/28/2012","70.13","0","On Time"
"6632-CGYHU","9/16/2013","10/16/2013","9/28/2013","68.47","0","On Time"
"8102-ABPKQ","7/5/2013","8/4/2013","8/29/2013","85.3","25","1-30 days"
"8364-UWVLM","6/4/2013","7/4/2013","6/24/2013","63.58","0","On Time"
"7228-LEPPM","1/23/2012","2/22/2012","3/8/2012","87.1","15","1-30 days"
"7329-TWKLF","7/6/2012","8/5/2012","8/1/2012","73.84","0","On Time"
"5920-DPXLN","10/23/2013","11/22/2013","11/5/2013","61.19","0","On Time"
"8820-BLYDZ","5/28/2012","6/27/2012","6/12/2012","95.99","0","On Time"
"2687-XWAMA","10/15/2012","11/14/2012","10/20/2012","57.88","0","On Time"
"4632-QZOKX","1/12/2013","2/11/2013","2/20/2013","65.61","9","1-30 days"
"9322-YCTQO","5/22/2013","6/21/2013","6/25/2013","98.35","4","1-30 days"
"1080-NDGAE","4/27/2012","5/27/2012","5/22/2012","96.6","0","On Time"
"7600-OISKG","8/25/2013","9/24/2013","9/14/2013","60.57","0","On Time"
"5148-SYKLB","6/11/2013","7/11/2013","7/23/2013","84.15","12","1-30 days"
"3569-VJWXS","4/3/2012","5/3/2012","4/30/2012","65.75","0","On Time"
"6048-QPZCF","6/6/2012","7/6/2012","6/12/2012","96.48","0","On Time"
"9181-HEKGV","12/30/2012","1/29/2013","3/4/2013","87","34","31-60 days"
"6831-FIODB","2/16/2012","3/17/2012","3/16/2012","57.07","0","On Time"
"3676-CQAIF","6/1/2012","7/1/2012","7/20/2012","53.81","19","1-30 days"
"2125-HJDLA","2/13/2012","3/14/2012","3/29/2012","24.25","15","1-30 days"
"6160-HCSFI","11/26/2013","12/26/2013","12/7/2013","80.85","0","On Time"
"5196-TWQXF","2/3/2013","3/5/2013","2/25/2013","65.47","0","On Time"
"0783-PEPYR","9/18/2013","10/18/2013","10/19/2013","58.58","1","1-30 days"
"6833-ETVHD","8/12/2013","9/11/2013","9/6/2013","62.4","0","On Time"
"1604-LIFKX","10/18/2013","11/17/2013","11/27/2013","51.64","10","1-30 days"
"9117-LYRCE","9/25/2012","10/25/2012","11/1/2012","37.19","7","1-30 days"
"4092-ZAVRG","8/7/2013","9/6/2013","8/8/2013","73.08","0","On Time"
"0465-DTULQ","6/16/2012","7/16/2012","8/3/2012","39.87","18","1-30 days"
"9883-SDWFS","4/27/2013","5/27/2013","6/18/2013","42.86","22","1-30 days"
"3448-OWJOT","9/30/2013","10/30/2013","10/27/2013","73.99","0","On Time"
"5592-UQXSS","4/7/2012","5/7/2012","5/12/2012","37.08","5","1-30 days"
"8690-EEBEO","8/11/2013","9/10/2013","9/7/2013","62.83","0","On Time"
"5592-UQXSS","6/5/2013","7/5/2013","6/21/2013","34.36","0","On Time"
"6708-DPYTF","3/20/2013","4/19/2013","4/28/2013","81.59","9","1-30 days"
"7329-TWKLF","10/21/2013","11/20/2013","11/13/2013","78.59","0","On Time"
"0625-TNJFG","7/5/2013","8/4/2013","8/6/2013","69.85","2","1-30 days"
"9322-YCTQO","5/17/2013","6/16/2013","6/23/2013","70.98","7","1-30 days"
"4640-FGEJI","10/21/2013","11/20/2013","11/14/2013","97.42","0","On Time"
"0783-PEPYR","4/29/2012","5/29/2012","6/11/2012","50.55","13","1-30 days"
"8156-PCYBM","6/10/2013","7/10/2013","7/14/2013","62.64","4","1-30 days"
"7260-ZHAKS","8/30/2012","9/29/2012","9/26/2012","100.51","0","On Time"
"2820-XGXSB","5/2/2012","6/1/2012","5/7/2012","73.62","0","On Time"
"8820-BLYDZ","8/28/2013","9/27/2013","8/31/2013","98.83","0","On Time"
"8389-TCXFQ","1/9/2013","2/8/2013","1/24/2013","51.2","0","On Time"
"4651-PMEXQ","9/5/2013","10/5/2013","9/28/2013","70.29","0","On Time"
"6833-ETVHD","10/1/2012","10/31/2012","10/20/2012","74.56","0","On Time"
"3831-FXWYK","11/2/2012","12/2/2012","12/17/2012","74.47","15","1-30 days"
"9725-EZTEJ","5/25/2013","6/24/2013","6/18/2013","109.81","0","On Time"
"5573-KSOIA","10/2/2013","11/1/2013","10/26/2013","84.31","0","On Time"
"9771-QTLGZ","2/28/2013","3/30/2013","3/9/2013","48.87","0","On Time"
"7758-WKLVM","4/11/2012","5/11/2012","5/17/2012","30.06","6","1-30 days"
"7260-ZHAKS","1/23/2013","2/22/2013","2/6/2013","83.32","0","On Time"
"0465-DTULQ","1/30/2012","2/29/2012","3/21/2012","59.34","21","1-30 days"
"4640-FGEJI","11/6/2012","12/6/2012","12/6/2012","95.58","0","On Time"
"8156-PCYBM","11/25/2012","12/25/2012","12/20/2012","46","0","On Time"
"1447-YZKCL","11/1/2012","12/1/2012","12/10/2012","61.2","9","1-30 days"
"1080-NDGAE","6/29/2013","7/29/2013","8/1/2013","89.97","3","1-30 days"
"0625-TNJFG","11/5/2013","12/5/2013","12/2/2013","44.4","0","On Time"
"5924-UOPGH","9/22/2012","10/22/2012","10/7/2012","96.58","0","On Time"
"0783-PEPYR","2/17/2013","3/19/2013","3/30/2013","59.36","11","1-30 days"
"6627-ELFBK","8/21/2013","9/20/2013","9/9/2013","77.24","0","On Time"
"0783-PEPYR","8/22/2013","9/21/2013","10/5/2013","50.69","14","1-30 days"
"7938-EVASK","1/19/2012","2/18/2012","2/29/2012","43.77","11","1-30 days"
"4092-ZAVRG","8/25/2012","9/24/2012","8/28/2012","72.2","0","On Time"
"3271-HYHDN","7/23/2013","8/22/2013","7/23/2013","71.02","0","On Time"
"5924-UOPGH","2/10/2013","3/12/2013","3/2/2013","61.46","0","On Time"
"7841-HROAQ","8/25/2012","9/24/2012","9/25/2012","72.94","1","1-30 days"
"6833-ETVHD","1/7/2013","2/6/2013","1/22/2013","67.51","0","On Time"
"2423-QOKIO","1/27/2012","2/26/2012","3/5/2012","53.73","8","1-30 days"
"5924-UOPGH","9/25/2013","10/25/2013","10/9/2013","76.69","0","On Time"
"6004-KITZM","2/23/2013","3/25/2013","3/15/2013","70.9","0","On Time"
"7695-NKUXM","11/16/2012","12/16/2012","11/29/2012","69.4","0","On Time"
"5613-UHVMG","2/7/2013","3/9/2013","4/1/2013","72.82","23","1-30 days"
"6833-ETVHD","1/24/2013","2/23/2013","2/11/2013","59.25","0","On Time"
"6048-QPZCF","5/16/2013","6/15/2013","5/22/2013","92.96","0","On Time"
"7946-HJDUR","6/3/2013","7/3/2013","6/30/2013","75.07","0","On Time"
"7758-WKLVM","5/28/2012","6/27/2012","6/25/2012","55.22","0","On Time"
"0688-XNJRO","4/12/2013","5/12/2013","6/4/2013","34.75","23","1-30 days"
"9174-IYKOC","3/21/2012","4/20/2012","5/12/2012","68.81","22","1-30 days"
"7050-KQLDO","4/7/2013","5/7/2013","4/30/2013","57.24","0","On Time"
"9323-NDIOV","12/9/2012","1/8/2013","1/7/2013","54.49","0","On Time"
"6004-KITZM","11/20/2012","12/20/2012","12/7/2012","64.27","0","On Time"
"6391-GBFQJ","3/28/2013","4/27/2013","4/21/2013","7.33","0","On Time"
"4640-FGEJI","9/1/2013","10/1/2013","9/24/2013","42.37","0","On Time"
"6160-HCSFI","6/4/2013","7/4/2013","6/20/2013","68.97","0","On Time"
"9149-MATVB","7/2/2013","8/1/2013","7/25/2013","36.26","0","On Time"
"4460-ZXNDN","10/1/2012","10/31/2012","11/3/2012","59.6","3","1-30 days"
"0706-NRGUP","12/5/2012","1/4/2013","12/30/2012","25.78","0","On Time"
"1604-LIFKX","12/22/2012","1/21/2013","2/5/2013","52.62","15","1-30 days"
"3271-YDPUJ","1/21/2013","2/20/2013","2/22/2013","64.44","2","1-30 days"
"6160-HCSFI","2/2/2013","3/4/2013","2/23/2013","85.52","0","On Time"
"7946-HJDUR","8/19/2013","9/18/2013","9/20/2013","51.94","2","1-30 days"
"1604-LIFKX","6/28/2012","7/28/2012","8/11/2012","59.91","14","1-30 days"
"2621-XCLEH","3/23/2012","4/22/2012","5/14/2012","89.05","22","1-30 days"
"6833-ETVHD","10/17/2013","11/16/2013","11/6/2013","71.7","0","On Time"
"6632-CGYHU","8/7/2013","9/6/2013","8/18/2013","70.51","0","On Time"
"1447-YZKCL","9/13/2012","10/13/2012","10/13/2012","55.14","0","On Time"
"6077-FDQRK","8/15/2013","9/14/2013","8/27/2013","58.36","0","On Time"
"7209-MDWKR","10/4/2012","11/3/2012","11/14/2012","55.88","11","1-30 days"
"4640-FGEJI","7/5/2012","8/4/2012","8/13/2012","66.54","9","1-30 days"
"1447-YZKCL","11/16/2013","12/16/2013","12/17/2013","77.33","1","1-30 days"
"4651-PMEXQ","7/1/2012","7/31/2012","8/2/2012","94.97","2","1-30 days"
"0187-ERLSR","11/11/2013","12/11/2013","11/24/2013","83.18","0","On Time"
"9725-EZTEJ","4/22/2012","5/22/2012","6/5/2012","72.32","14","1-30 days"
"9286-VLKMI","2/13/2013","3/15/2013","2/18/2013","51.43","0","On Time"
"3676-CQAIF","6/10/2012","7/10/2012","7/28/2012","35.32","18","1-30 days"
"4092-ZAVRG","6/27/2012","7/27/2012","6/30/2012","73.09","0","On Time"
"3568-JJMFW","4/21/2012","5/21/2012","5/3/2012","63.97","0","On Time"
"0783-PEPYR","9/2/2012","10/2/2012","10/9/2012","57.26","7","1-30 days"
"0625-TNJFG","11/19/2012","12/19/2012","12/13/2012","62.84","0","On Time"
"9212-BTDMX","7/15/2012","8/14/2012","7/28/2012","24.91","0","On Time"
"0379-NEVHP","1/9/2013","2/8/2013","1/27/2013","34.41","0","On Time"
"2687-XWAMA","6/26/2012","7/26/2012","7/10/2012","47.64","0","On Time"
"2026-XLBER","9/8/2013","10/8/2013","9/17/2013","55.16","0","On Time"
"5284-DJOZO","12/14/2012","1/13/2013","12/18/2012","82.19","0","On Time"
"8942-ERSWK","11/17/2012","12/17/2012","12/3/2012","29.41","0","On Time"
"1408-OQZUE","12/12/2012","1/11/2013","1/27/2013","64.29","16","1-30 days"
"6708-DPYTF","10/3/2013","11/2/2013","11/3/2013","105.25","1","1-30 days"
"2687-XWAMA","1/21/2012","2/20/2012","2/2/2012","32.78","0","On Time"
"0625-TNJFG","7/13/2013","8/12/2013","8/4/2013","81.63","0","On Time"
"2621-XCLEH","3/2/2012","4/1/2012","4/28/2012","67.51","27","1-30 days"
"3831-FXWYK","8/9/2012","9/8/2012","9/10/2012","73.9","2","1-30 days"
"6833-ETVHD","1/10/2012","2/9/2012","2/10/2012","71.66","1","1-30 days"
"9149-MATVB","4/1/2012","5/1/2012","4/30/2012","56.1","0","On Time"
"0625-TNJFG","2/24/2012","3/25/2012","3/25/2012","62.39","0","On Time"
"3831-FXWYK","9/2/2013","10/2/2013","9/27/2013","56.31","0","On Time"
"3271-YDPUJ","1/18/2013","2/17/2013","2/24/2013","44.79","7","1-30 days"
"9250-VHLWY","1/9/2013","2/8/2013","2/11/2013","52.53","3","1-30 days"
"5196-TWQXF","5/26/2013","6/25/2013","6/16/2013","55.1","0","On Time"
"7050-KQLDO","1/28/2012","2/27/2012","2/16/2012","64.89","0","On Time"
"7758-WKLVM","3/19/2012","4/18/2012","5/9/2012","48.42","21","1-30 days"
"2687-XWAMA","5/13/2012","6/12/2012","5/23/2012","56.25","0","On Time"
"7209-MDWKR","7/14/2013","8/13/2013","8/19/2013","62.32","6","1-30 days"
"0688-XNJRO","7/5/2012","8/4/2012","8/15/2012","24.42","11","1-30 days"
"3271-YDPUJ","8/24/2012","9/23/2012","9/13/2012","23.08","0","On Time"
"6632-CGYHU","5/29/2013","6/28/2013","6/6/2013","85.89","0","On Time"
"9149-MATVB","6/5/2012","7/5/2012","7/13/2012","64.06","8","1-30 days"
"8102-ABPKQ","3/17/2013","4/16/2013","5/3/2013","76.85","17","1-30 days"
"1447-YZKCL","5/25/2012","6/24/2012","6/26/2012","71.36","2","1-30 days"
"9174-IYKOC","7/9/2013","8/8/2013","8/2/2013","65.39","0","On Time"
"3568-JJMFW","12/30/2012","1/29/2013","1/17/2013","56.93","0","On Time"
"6708-DPYTF","7/4/2012","8/3/2012","8/16/2012","76.81","13","1-30 days"
"7938-EVASK","5/4/2013","6/3/2013","5/28/2013","65.79","0","On Time"
"3448-OWJOT","2/19/2012","3/20/2012","3/28/2012","74.94","8","1-30 days"
"9174-IYKOC","3/19/2013","4/18/2013","4/6/2013","57.46","0","On Time"
"3831-FXWYK","3/25/2013","4/24/2013","4/27/2013","85.86","3","1-30 days"
"9250-VHLWY","4/16/2012","5/16/2012","5/8/2012","49.7","0","On Time"
"7209-MDWKR","1/21/2012","2/20/2012","2/16/2012","81.9","0","On Time"
"9322-YCTQO","10/30/2013","11/29/2013","11/25/2013","91.32","0","On Time"
"1604-LIFKX","1/3/2012","2/2/2012","2/25/2012","97.6","23","1-30 days"
"1168-BEASA","8/18/2013","9/17/2013","9/12/2013","58.68","0","On Time"
"6177-VTITE","6/30/2013","7/30/2013","7/14/2013","21.89","0","On Time"
"9758-AIEIK","2/13/2012","3/14/2012","3/3/2012","55.42","0","On Time"
"2423-QOKIO","7/9/2012","8/8/2012","8/16/2012","70.43","8","1-30 days"
"8887-NCUZC","6/11/2013","7/11/2013","7/9/2013","53.19","0","On Time"
"5592-UQXSS","11/6/2013","12/6/2013","12/11/2013","44.87","5","1-30 days"
"3831-FXWYK","1/5/2013","2/4/2013","2/18/2013","63.12","14","1-30 days"
"5196-TWQXF","5/13/2013","6/12/2013","6/4/2013","16.57","0","On Time"
"3831-FXWYK","11/18/2013","12/18/2013","12/15/2013","78.37","0","On Time"
"0688-XNJRO","7/16/2013","8/15/2013","8/23/2013","25.79","8","1-30 days"
"8690-EEBEO","8/19/2012","9/18/2012","9/23/2012","59.4","5","1-30 days"
"8976-AMJEO","5/23/2013","6/22/2013","6/18/2013","39.6","0","On Time"
"2125-HJDLA","3/7/2012","4/6/2012","4/22/2012","38.45","16","1-30 days"
"5573-KSOIA","8/29/2013","9/28/2013","9/30/2013","87.37","2","1-30 days"
"3448-OWJOT","8/22/2012","9/21/2012","10/8/2012","48.72","17","1-30 days"
"6177-VTITE","11/2/2013","12/2/2013","11/10/2013","55.11","0","On Time"
"2824-HJQPP","7/27/2013","8/26/2013","8/18/2013","36.02","0","On Time"
"0187-ERLSR","3/4/2013","4/3/2013","3/11/2013","31.72","0","On Time"
"9174-IYKOC","3/8/2012","4/7/2012","4/12/2012","35.46","5","1-30 days"
"7654-DOLHO","12/27/2012","1/26/2013","1/23/2013","5.26","0","On Time"
"2687-XWAMA","10/14/2013","11/13/2013","10/19/2013","48.8","0","On Time"
"8887-NCUZC","10/9/2013","11/8/2013","11/13/2013","55.55","5","1-30 days"
"3271-YDPUJ","5/27/2013","6/26/2013","6/12/2013","30.23","0","On Time"
"0187-ERLSR","5/7/2013","6/6/2013","5/15/2013","79.87","0","On Time"
"9174-IYKOC","10/13/2012","11/12/2012","11/6/2012","73.75","0","On Time"
"6077-FDQRK","7/26/2012","8/25/2012","8/17/2012","63.03","0","On Time"
"4460-ZXNDN","4/9/2012","5/9/2012","5/25/2012","61.97","16","1-30 days"
"8364-UWVLM","2/29/2012","3/30/2012","3/29/2012","68.31","0","On Time"
"5875-VZQCZ","3/18/2013","4/17/2013","5/11/2013","81.21","24","1-30 days"
"9771-QTLGZ","5/21/2012","6/20/2012","6/17/2012","55.54","0","On Time"
"6077-FDQRK","7/10/2012","8/9/2012","8/2/2012","53.52","0","On Time"
"6048-QPZCF","9/25/2012","10/25/2012","9/30/2012","84.23","0","On Time"
"6004-KITZM","4/16/2013","5/16/2013","5/5/2013","72.88","0","On Time"
"8887-NCUZC","1/3/2012","2/2/2012","2/15/2012","15.99","13","1-30 days"
"7695-NKUXM","8/25/2012","9/24/2012","8/29/2012","27.52","0","On Time"
"0625-TNJFG","11/11/2013","12/11/2013","12/1/2013","83.68","0","On Time"
"4092-ZAVRG","2/10/2013","3/12/2013","2/11/2013","73.56","0","On Time"
"2125-HJDLA","10/5/2012","11/4/2012","10/31/2012","32.05","0","On Time"
"9841-XLGBV","7/27/2013","8/26/2013","8/24/2013","31.12","0","On Time"
"7938-EVASK","9/7/2012","10/7/2012","9/29/2012","111.21","0","On Time"
"5148-SYKLB","6/18/2012","7/18/2012","7/31/2012","88.48","13","1-30 days"
"3993-QUNVJ","7/23/2012","8/22/2012","8/9/2012","61.76","0","On Time"
"6177-VTITE","2/11/2013","3/13/2013","2/27/2013","57.05","0","On Time"
"7228-LEPPM","6/30/2012","7/30/2012","8/13/2012","69.15","14","1-30 days"
"6708-DPYTF","4/29/2013","5/29/2013","5/23/2013","82.04","0","On Time"
"0688-XNJRO","2/8/2012","3/9/2012","3/25/2012","68.28","16","1-30 days"
"6296-UKEUZ","3/16/2012","4/15/2012","3/18/2012","43.39","0","On Time"
"1168-BEASA","9/6/2012","10/6/2012","9/25/2012","43.17","0","On Time"
"2621-XCLEH","4/27/2013","5/27/2013","6/3/2013","65.76","7","1-30 days"
"6160-HCSFI","7/26/2012","8/25/2012","8/21/2012","60.72","0","On Time"
"6048-QPZCF","9/3/2013","10/3/2013","9/21/2013","90.27","0","On Time"
"9286-VLKMI","6/1/2012","7/1/2012","6/10/2012","86.5","0","On Time"
"6048-QPZCF","2/24/2012","3/25/2012","3/19/2012","72.76","0","On Time"
"7856-ODQFO","7/2/2012","8/1/2012","8/1/2012","30.12","0","On Time"
"3831-FXWYK","9/1/2012","10/1/2012","9/27/2012","78.39","0","On Time"
"0465-DTULQ","11/25/2013","12/25/2013","12/23/2013","72.36","0","On Time"
"1168-BEASA","4/22/2013","5/22/2013","5/15/2013","52.07","0","On Time"
"3569-VJWXS","8/31/2013","9/30/2013","9/17/2013","60.26","0","On Time"
"8976-AMJEO","7/8/2012","8/7/2012","7/26/2012","54.59","0","On Time"
"2447-JCFGW","5/29/2012","6/28/2012","6/24/2012","50.96","0","On Time"
"5875-VZQCZ","11/4/2013","12/4/2013","12/7/2013","62.17","3","1-30 days"
"9771-QTLGZ","8/28/2012","9/27/2012","9/16/2012","61.37","0","On Time"
"0379-NEVHP","9/10/2012","10/10/2012","9/28/2012","72.97","0","On Time"
"4651-PMEXQ","6/13/2013","7/13/2013","6/30/2013","78.76","0","On Time"
"9286-VLKMI","12/7/2012","1/6/2013","12/16/2012","60.39","0","On Time"
"5196-TWQXF","4/9/2012","5/9/2012","5/14/2012","30.11","5","1-30 days"
"2125-HJDLA","11/13/2013","12/13/2013","1/3/2014","82.68","21","1-30 days"
"0709-LZRJV","11/28/2013","12/28/2013","12/26/2013","32.82","0","On Time"
"6831-FIODB","1/30/2013","3/1/2013","3/6/2013","30.9","5","1-30 days"
"4651-PMEXQ","9/2/2013","10/2/2013","10/1/2013","69.87","0","On Time"
"9883-SDWFS","9/28/2012","10/28/2012","11/1/2012","14.05","4","1-30 days"
"3676-CQAIF","9/27/2012","10/27/2012","11/10/2012","63.21","14","1-30 days"
"6048-QPZCF","3/4/2012","4/3/2012","4/4/2012","62.49","1","1-30 days"
"3831-FXWYK","3/3/2012","4/2/2012","4/20/2012","117.01","18","1-30 days"
"6632-CGYHU","7/4/2013","8/3/2013","7/15/2013","114.44","0","On Time"
"6160-HCSFI","8/22/2012","9/21/2012","9/8/2012","74.86","0","On Time"
"7695-NKUXM","8/30/2012","9/29/2012","9/27/2012","45.52","0","On Time"
"8690-EEBEO","5/16/2012","6/15/2012","7/7/2012","71.26","22","1-30 days"
"2824-HJQPP","3/19/2012","4/18/2012","4/6/2012","50.79","0","On Time"
"5924-UOPGH","1/30/2012","2/29/2012","2/23/2012","72.1","0","On Time"
"2676-DZINU","7/20/2012","8/19/2012","8/13/2012","53.89","0","On Time"
"9117-LYRCE","10/4/2013","11/3/2013","10/28/2013","59.73","0","On Time"
"5613-UHVMG","11/1/2012","12/1/2012","12/9/2012","74.03","8","1-30 days"
"7946-HJDUR","5/29/2013","6/28/2013","6/18/2013","40.08","0","On Time"
"6831-FIODB","12/22/2012","1/21/2013","1/19/2013","63.67","0","On Time"
"3676-CQAIF","5/3/2012","6/2/2012","6/8/2012","56.84","6","1-30 days"
"5529-TBPGK","12/9/2012","1/8/2013","1/12/2013","49.83","4","1-30 days"
"7600-OISKG","1/11/2013","2/10/2013","2/24/2013","75.47","14","1-30 days"
"9250-VHLWY","11/20/2012","12/20/2012","12/8/2012","64.16","0","On Time"
"0688-XNJRO","11/15/2013","12/15/2013","1/5/2014","56.04","21","1-30 days"
"8942-ERSWK","7/22/2013","8/21/2013","7/27/2013","14","0","On Time"
"9725-EZTEJ","9/28/2012","10/28/2012","10/30/2012","55.54","2","1-30 days"
"9771-QTLGZ","8/7/2012","9/6/2012","8/31/2012","51.19","0","On Time"
"9758-AIEIK","1/18/2013","2/17/2013","2/7/2013","85.3","0","On Time"
"6833-ETVHD","8/22/2012","9/21/2012","9/11/2012","44.58","0","On Time"
"5284-DJOZO","7/31/2012","8/30/2012","8/10/2012","50.38","0","On Time"
"0625-TNJFG","2/22/2013","3/24/2013","3/28/2013","57.64","4","1-30 days"
"7329-TWKLF","2/25/2012","3/26/2012","3/22/2012","92.11","0","On Time"
"5196-TWQXF","8/24/2012","9/23/2012","9/23/2012","69.54","0","On Time"
"0187-ERLSR","11/25/2013","12/25/2013","12/12/2013","65.57","0","On Time"
"7856-ODQFO","3/8/2013","4/7/2013","3/31/2013","61.67","0","On Time"
"9841-XLGBV","3/31/2012","4/30/2012","4/24/2012","44.43","0","On Time"
"7654-DOLHO","3/11/2012","4/10/2012","4/16/2012","23.05","6","1-30 days"
"7856-ODQFO","4/16/2013","5/16/2013","5/21/2013","61.14","5","1-30 days"
"2676-DZINU","9/24/2013","10/24/2013","10/11/2013","76.66","0","On Time"
"0625-TNJFG","8/24/2012","9/23/2012","9/13/2012","42.18","0","On Time"
"2687-XWAMA","11/23/2013","12/23/2013","12/15/2013","44.78","0","On Time"
"2423-QOKIO","9/10/2013","10/10/2013","9/25/2013","76.53","0","On Time"
"2687-XWAMA","4/30/2012","5/30/2012","5/14/2012","59.73","0","On Time"
"2820-XGXSB","1/5/2013","2/4/2013","1/8/2013","68.5","0","On Time"
"5284-DJOZO","2/20/2012","3/21/2012","3/20/2012","59.19","0","On Time"
"0625-TNJFG","1/24/2013","2/23/2013","2/16/2013","65.75","0","On Time"
"5875-VZQCZ","3/18/2012","4/17/2012","4/7/2012","63.81","0","On Time"
"3993-QUNVJ","9/17/2013","10/17/2013","9/24/2013","58.09","0","On Time"
"8942-ERSWK","11/29/2013","12/29/2013","12/3/2013","22.35","0","On Time"
"7841-HROAQ","6/10/2013","7/10/2013","7/8/2013","68.95","0","On Time"
"9117-LYRCE","5/16/2012","6/15/2012","7/2/2012","29.99","17","1-30 days"
"9212-BTDMX","10/2/2012","11/1/2012","10/19/2012","57.33","0","On Time"
"4640-FGEJI","12/17/2012","1/16/2013","2/6/2013","99.67","21","1-30 days"
"3831-FXWYK","3/8/2013","4/7/2013","4/13/2013","55.46","6","1-30 days"
"1168-BEASA","8/16/2013","9/15/2013","9/11/2013","52.41","0","On Time"
"9149-MATVB","11/30/2013","12/30/2013","12/20/2013","48.59","0","On Time"
"7245-CKNCN","2/7/2012","3/8/2012","3/6/2012","75.19","0","On Time"
"5164-VMYWJ","1/3/2012","2/2/2012","1/30/2012","71.33","0","On Time"
"7372-CESLR","11/9/2013","12/9/2013","11/30/2013","40.94","0","On Time"
"3831-FXWYK","11/29/2012","12/29/2012","12/26/2012","50.3","0","On Time"
"6296-UKEUZ","6/7/2012","7/7/2012","6/13/2012","15.4","0","On Time"
"9174-IYKOC","3/9/2012","4/8/2012","4/9/2012","84.25","1","1-30 days"
"6048-QPZCF","11/9/2013","12/9/2013","11/28/2013","77.14","0","On Time"
"5920-DPXLN","5/10/2012","6/9/2012","6/10/2012","35.36","1","1-30 days"
"9181-HEKGV","8/29/2012","9/28/2012","10/10/2012","74.47","12","1-30 days"
"3448-OWJOT","11/12/2012","12/12/2012","12/12/2012","84.89","0","On Time"
"6077-FDQRK","12/1/2013","12/31/2013","12/19/2013","44.41","0","On Time"
"5924-UOPGH","1/19/2013","2/18/2013","2/26/2013","88.72","8","1-30 days"
"2447-JCFGW","9/4/2012","10/4/2012","9/30/2012","44.71","0","On Time"
"4460-ZXNDN","11/6/2013","12/6/2013","12/6/2013","56.03","0","On Time"
"1168-BEASA","7/6/2013","8/5/2013","7/24/2013","49.75","0","On Time"
"7245-CKNCN","4/26/2012","5/26/2012","5/14/2012","84.99","0","On Time"
"7695-NKUXM","8/31/2013","9/30/2013","9/20/2013","70.76","0","On Time"
"5196-TWQXF","5/11/2012","6/10/2012","6/12/2012","56.88","2","1-30 days"
"1447-YZKCL","10/8/2012","11/7/2012","11/12/2012","44.77","5","1-30 days"
"5573-KSOIA","6/2/2013","7/2/2013","7/14/2013","91.21","12","1-30 days"
"2125-HJDLA","4/5/2013","5/5/2013","5/5/2013","45.06","0","On Time"
"9771-QTLGZ","8/31/2012","9/30/2012","9/19/2012","52.75","0","On Time"
"0379-NEVHP","10/4/2013","11/3/2013","10/26/2013","64.72","0","On Time"
"2676-DZINU","10/27/2013","11/26/2013","11/8/2013","53.68","0","On Time"
"2621-XCLEH","1/13/2012","2/12/2012","3/14/2012","80.99","31","31-60 days"
"7841-HROAQ","4/25/2012","5/25/2012","5/16/2012","73.9","0","On Time"
"3568-JJMFW","10/11/2012","11/10/2012","11/7/2012","89.28","0","On Time"
"5613-UHVMG","3/29/2012","4/28/2012","5/21/2012","30.03","23","1-30 days"
"8690-EEBEO","8/24/2012","9/23/2012","9/28/2012","46.39","5","1-30 days"
"9758-AIEIK","2/18/2013","3/20/2013","3/3/2013","80.56","0","On Time"
"9841-XLGBV","11/7/2012","12/7/2012","12/2/2012","17.85","0","On Time"
"4651-PMEXQ","4/9/2013","5/9/2013","4/25/2013","81.53","0","On Time"
"8820-BLYDZ","9/21/2013","10/21/2013","9/28/2013","89.37","0","On Time"
"2423-QOKIO","9/23/2012","10/23/2012","10/18/2012","73.15","0","On Time"
"6160-HCSFI","11/7/2012","12/7/2012","11/28/2012","62.31","0","On Time"
"2820-XGXSB","1/4/2013","2/3/2013","1/8/2013","84.86","0","On Time"
"6004-KITZM","11/19/2012","12/19/2012","12/5/2012","54.95","0","On Time"
"6632-CGYHU","8/10/2013","9/9/2013","8/22/2013","60.61","0","On Time"
"7209-MDWKR","4/8/2012","5/8/2012","5/10/2012","74.28","2","1-30 days"
"0625-TNJFG","8/24/2012","9/23/2012","9/17/2012","46.2","0","On Time"
"5196-TWQXF","7/24/2013","8/23/2013","8/15/2013","48.04","0","On Time"
"4640-FGEJI","2/6/2012","3/7/2012","3/17/2012","54.6","10","1-30 days"
"9725-EZTEJ","6/11/2013","7/11/2013","7/13/2013","81.21","2","1-30 days"
"4632-QZOKX","5/6/2013","6/5/2013","6/11/2013","49.83","6","1-30 days"
"9883-SDWFS","7/21/2013","8/20/2013","8/27/2013","56.88","7","1-30 days"
"3448-OWJOT","6/10/2012","7/10/2012","7/16/2012","94.77","6","1-30 days"
"8690-EEBEO","9/9/2012","10/9/2012","10/23/2012","102.79","14","1-30 days"
